state,year,race,pop
Louisiana (22),2015,Not Hispanic or Latino,4435085
Louisiana (22),2016,Hispanic or Latino,235624
Louisiana (22),2016,Not Hispanic or Latino,4442511
Louisiana (22),2017,Hispanic or Latino,238909
Louisiana (22),2017,Not Hispanic or Latino,4431651
Louisiana (22),2018,Hispanic or Latino,242798
Louisiana (22),2018,Not Hispanic or Latino,4416892
Louisiana (22),2019,Hispanic or Latino,246972
Louisiana (22),2019,Not Hispanic or Latino,4401822
Maine (23),1990,Hispanic or Latino,6597
Maine (23),1990,Not Hispanic or Latino,1225122
Maine (23),1991,Hispanic or Latino,6603
Maine (23),1991,Not Hispanic or Latino,1230478
Maine (23),1992,Hispanic or Latino,6698
Maine (23),1992,Not Hispanic or Latino,1231810
Maine (23),1993,Hispanic or Latino,6694
Maine (23),1993,Not Hispanic or Latino,1235608
Maine (23),1994,Hispanic or Latino,6972
Maine (23),1994,Not Hispanic or Latino,1235690
Maine (23),1995,Hispanic or Latino,7183
Maine (23),1995,Not Hispanic or Latino,1236298
Maine (23),1996,Hispanic or Latino,7917
Maine (23),1996,Not Hispanic or Latino,1241143
Maine (23),1997,Hispanic or Latino,7930
Maine (23),1997,Not Hispanic or Latino,1246844
Maine (23),1998,Hispanic or Latino,8544
Maine (23),1998,Not Hispanic or Latino,1250583
Maine (23),1999,Hispanic or Latino,8716
Maine (23),1999,Not Hispanic or Latino,1258092
Maine (23),2000,Hispanic or Latino,9421
Maine (23),2000,Not Hispanic or Latino,1267651
Maine (23),2001,Hispanic or Latino,10490
Maine (23),2001,Not Hispanic or Latino,1275202
Maine (23),2002,Hispanic or Latino,11465
Maine (23),2002,Not Hispanic or Latino,1284495
Maine (23),2003,Hispanic or Latino,12520
Maine (23),2003,Not Hispanic or Latino,1293993
Maine (23),2004,Hispanic or Latino,13464
Maine (23),2004,Not Hispanic or Latino,1300224
Maine (23),2005,Hispanic or Latino,14307
Maine (23),2005,Not Hispanic or Latino,1304480
Maine (23),2006,Hispanic or Latino,15085
Maine (23),2006,Not Hispanic or Latino,1308534
Maine (23),2007,Hispanic or Latino,15794
Maine (23),2007,Not Hispanic or Latino,1311246
Maine (23),2008,Hispanic or Latino,16499
Maine (23),2008,Not Hispanic or Latino,1314010
Maine (23),2009,Hispanic or Latino,17117
Maine (23),2009,Not Hispanic or Latino,1312473
Maine (23),2010,Hispanic or Latino,17004
Maine (23),2010,Not Hispanic or Latino,1310625
Maine (23),2011,Hispanic or Latino,17714
Maine (23),2011,Not Hispanic or Latino,1310570
Maine (23),2012,Hispanic or Latino,18233
Maine (23),2012,Not Hispanic or Latino,1309496
Maine (23),2013,Hispanic or Latino,19141
Maine (23),2013,Not Hispanic or Latino,1308868
Maine (23),2014,Hispanic or Latino,20135
Maine (23),2014,Not Hispanic or Latino,1310378
Maine (23),2015,Hispanic or Latino,20604
Maine (23),2015,Not Hispanic or Latino,1307658
Maine (23),2016,Hispanic or Latino,21280
Maine (23),2016,Not Hispanic or Latino,1310037
Maine (23),2017,Hispanic or Latino,22100
Maine (23),2017,Not Hispanic or Latino,1312512
Maine (23),2018,Hispanic or Latino,22831
Maine (23),2018,Not Hispanic or Latino,1316226
Maine (23),2019,Hispanic or Latino,23700
Maine (23),2019,Not Hispanic or Latino,1320512
Maryland (24),1990,Hispanic or Latino,126350
Maryland (24),1990,Not Hispanic or Latino,4673420
Maryland (24),1991,Hispanic or Latino,135137
Maryland (24),1991,Not Hispanic or Latino,4732504
Maryland (24),1992,Hispanic or Latino,142474
Maryland (24),1992,Not Hispanic or Latino,4780895
Maryland (24),1993,Hispanic or Latino,152017
Maryland (24),1993,Not Hispanic or Latino,4819872
Maryland (24),1994,Hispanic or Latino,161075
Maryland (24),1994,Not Hispanic or Latino,4861985
Maryland (24),1995,Hispanic or Latino,169682
Maryland (24),1995,Not Hispanic or Latino,4900351
Maryland (24),1996,Hispanic or Latino,178182
Maryland (24),1996,Not Hispanic or Latino,4933804
Maryland (24),1997,Hispanic or Latino,189941
Maryland (24),1997,Not Hispanic or Latino,4967387
Maryland (24),1998,Hispanic or Latino,202351
Maryland (24),1998,Not Hispanic or Latino,5002113
Maryland (24),1999,Hispanic or Latino,215069
Maryland (24),1999,Not Hispanic or Latino,5039440
Maryland (24),2000,Hispanic or Latino,231155
Maryland (24),2000,Not Hispanic or Latino,5079879
Maryland (24),2001,Hispanic or Latino,251351
Maryland (24),2001,Not Hispanic or Latino,5123340
Maryland (24),2002,Hispanic or Latino,273885
Maryland (24),2002,Not Hispanic or Latino,5166504
Maryland (24),2003,Hispanic or Latino,297565
Maryland (24),2003,Not Hispanic or Latino,5198704
Maryland (24),2004,Hispanic or Latino,322895
Maryland (24),2004,Not Hispanic or Latino,5224040
Maryland (24),2005,Hispanic or Latino,350749
Maryland (24),2005,Not Hispanic or Latino,5241630
Maryland (24),2006,Hispanic or Latino,379462
Maryland (24),2006,Not Hispanic or Latino,5247905
Maryland (24),2007,Hispanic or Latino,406186
Maryland (24),2007,Not Hispanic or Latino,5247222
Maryland (24),2008,Hispanic or Latino,430375
Maryland (24),2008,Not Hispanic or Latino,5254590
Maryland (24),2009,Hispanic or Latino,452784
Maryland (24),2009,Not Hispanic or Latino,5277604
Maryland (24),2010,Hispanic or Latino,475412
Maryland (24),2010,Not Hispanic or Latino,5313233
Maryland (24),2011,Hispanic or Latino,493199
Maryland (24),2011,Not Hispanic or Latino,5346220
Maryland (24),2012,Hispanic or Latino,511083
Maryland (24),2012,Not Hispanic or Latino,5375909
Maryland (24),2013,Hispanic or Latino,528082
Maryland (24),2013,Not Hispanic or Latino,5395106
Maryland (24),2014,Hispanic or Latino,549447
Maryland (24),2014,Not Hispanic or Latino,5407836
Maryland (24),2015,Hispanic or Latino,568379
Maryland (24),2015,Not Hispanic or Latino,5417183
Maryland (24),2016,Hispanic or Latino,587148
Maryland (24),2016,Not Hispanic or Latino,5416175
Maryland (24),2017,Hispanic or Latino,606677
Maryland (24),2017,Not Hispanic or Latino,5417191
Maryland (24),2018,Hispanic or Latino,626378
Maryland (24),2018,Not Hispanic or Latino,5409424
Maryland (24),2019,Hispanic or Latino,643822
Maryland (24),2019,Not Hispanic or Latino,5401858
Massachusetts (25),1990,Hispanic or Latino,289315
Massachusetts (25),1990,Not Hispanic or Latino,5733324
Massachusetts (25),1991,Hispanic or Latino,299996
Massachusetts (25),1991,Not Hispanic or Latino,5718474
Massachusetts (25),1992,Hispanic or Latino,310612
Massachusetts (25),1992,Not Hispanic or Latino,5718097
Massachusetts (25),1993,Hispanic or Latino,323222
Massachusetts (25),1993,Not Hispanic or Latino,5737347
Massachusetts (25),1994,Hispanic or Latino,335069
Massachusetts (25),1994,Not Hispanic or Latino,5760172
Massachusetts (25),1995,Hispanic or Latino,349788
Massachusetts (25),1995,Not Hispanic or Latino,5791657
Massachusetts (25),1996,Hispanic or Latino,363973
Massachusetts (25),1996,Not Hispanic or Latino,5815783
Massachusetts (25),1997,Hispanic or Latino,379688
Massachusetts (25),1997,Not Hispanic or Latino,5846370
Massachusetts (25),1998,Hispanic or Latino,397698
Massachusetts (25),1998,Not Hispanic or Latino,5874140
Massachusetts (25),1999,Hispanic or Latino,415172
Massachusetts (25),1999,Not Hispanic or Latino,5902173
Massachusetts (25),2000,Hispanic or Latino,433611
Massachusetts (25),2000,Not Hispanic or Latino,5927493
Massachusetts (25),2001,Hispanic or Latino,455161
Massachusetts (25),2001,Not Hispanic or Latino,5942473
Massachusetts (25),2002,Hispanic or Latino,473815
Massachusetts (25),2002,Not Hispanic or Latino,5943391
Massachusetts (25),2003,Hispanic or Latino,490907
Massachusetts (25),2003,Not Hispanic or Latino,5931658
Massachusetts (25),2004,Hispanic or Latino,506289
Massachusetts (25),2004,Not Hispanic or Latino,5905992
Massachusetts (25),2005,Hispanic or Latino,521987
Massachusetts (25),2005,Not Hispanic or Latino,5881303
Massachusetts (25),2006,Hispanic or Latino,540944
Massachusetts (25),2006,Not Hispanic or Latino,5869140
Massachusetts (25),2007,Hispanic or Latino,561049
Massachusetts (25),2007,Not Hispanic or Latino,5870510
Massachusetts (25),2008,Hispanic or Latino,584748
Massachusetts (25),2008,Not Hispanic or Latino,5884219
Massachusetts (25),2009,Hispanic or Latino,609411
Massachusetts (25),2009,Not Hispanic or Latino,5908202
Massachusetts (25),2010,Hispanic or Latino,634029
Massachusetts (25),2010,Not Hispanic or Latino,5932278
Massachusetts (25),2011,Hispanic or Latino,658726
Massachusetts (25),2011,Not Hispanic or Latino,5954857
Massachusetts (25),2012,Hispanic or Latino,684656
Massachusetts (25),2012,Not Hispanic or Latino,5978349
Massachusetts (25),2013,Hispanic or Latino,710107
Massachusetts (25),2013,Not Hispanic or Latino,6003208
Massachusetts (25),2014,Hispanic or Latino,736337
Massachusetts (25),2014,Not Hispanic or Latino,6026259
Massachusetts (25),2015,Hispanic or Latino,761609
Massachusetts (25),2015,Not Hispanic or Latino,6032619
Massachusetts (25),2016,Hispanic or Latino,785078
Massachusetts (25),2016,Not Hispanic or Latino,6038530
Massachusetts (25),2017,Hispanic or Latino,811426
Massachusetts (25),2017,Not Hispanic or Latino,6048363
Massachusetts (25),2018,Hispanic or Latino,838281
Massachusetts (25),2018,Not Hispanic or Latino,6044354
Massachusetts (25),2019,Hispanic or Latino,854907
Massachusetts (25),2019,Not Hispanic or Latino,6037596
Michigan (26),1990,Hispanic or Latino,202246
Michigan (26),1990,Not Hispanic or Latino,9109073
Michigan (26),1991,Hispanic or Latino,211302
Michigan (26),1991,Not Hispanic or Latino,9189144
Michigan (26),1992,Hispanic or Latino,218133
Michigan (26),1992,Not Hispanic or Latino,9260932
Michigan (26),1993,Hispanic or Latino,226421
Michigan (26),1993,Not Hispanic or Latino,9313693
Michigan (26),1994,Hispanic or Latino,235489
Michigan (26),1994,Not Hispanic or Latino,9362248
Michigan (26),1995,Hispanic or Latino,247532
Michigan (26),1995,Not Hispanic or Latino,9428679
Michigan (26),1996,Hispanic or Latino,262484
Michigan (26),1996,Not Hispanic or Latino,9496161
Michigan (26),1997,Hispanic or Latino,276535
Michigan (26),1997,Not Hispanic or Latino,9532516
Michigan (26),1998,Hispanic or Latino,291317
Michigan (26),1998,Not Hispanic or Latino,9556625
Michigan (26),1999,Hispanic or Latino,307670
Michigan (26),1999,Not Hispanic or Latino,9589446
Michigan (26),2000,Hispanic or Latino,327050
Michigan (26),2000,Not Hispanic or Latino,9625400
Michigan (26),2001,Hispanic or Latino,343617
Michigan (26),2001,Not Hispanic or Latino,9647503
Michigan (26),2002,Hispanic or Latino,357136
Michigan (26),2002,Not Hispanic or Latino,9658574
Michigan (26),2003,Hispanic or Latino,369577
Michigan (26),2003,Not Hispanic or Latino,9671575
Michigan (26),2004,Hispanic or Latino,381150
Michigan (26),2004,Not Hispanic or Latino,9674165
Michigan (26),2005,Hispanic or Latino,392685
Michigan (26),2005,Not Hispanic or Latino,9658452
Michigan (26),2006,Hispanic or Latino,403658
Michigan (26),2006,Not Hispanic or Latino,9632423
Michigan (26),2007,Hispanic or Latino,412393
Michigan (26),2007,Not Hispanic or Latino,9588891
Michigan (26),2008,Hispanic or Latino,420926
Michigan (26),2008,Not Hispanic or Latino,9525963
Michigan (26),2009,Hispanic or Latino,429423
Michigan (26),2009,Not Hispanic or Latino,9472168
Michigan (26),2010,Hispanic or Latino,437872
Michigan (26),2010,Not Hispanic or Latino,9439638
Michigan (26),2011,Hispanic or Latino,446702
Michigan (26),2011,Not Hispanic or Latino,9435710
Michigan (26),2012,Hispanic or Latino,458236
Michigan (26),2012,Not Hispanic or Latino,9438909
Michigan (26),2013,Hispanic or Latino,467590
Michigan (26),2013,Not Hispanic or Latino,9445475
Michigan (26),2014,Hispanic or Latino,476714
Michigan (26),2014,Not Hispanic or Latino,9453134
Michigan (26),2015,Hispanic or Latino,485172
Michigan (26),2015,Not Hispanic or Latino,9446543
Michigan (26),2016,Hispanic or Latino,496928
Michigan (26),2016,Not Hispanic or Latino,9453643
Michigan (26),2017,Hispanic or Latino,507455
Michigan (26),2017,Not Hispanic or Latino,9465659
Michigan (26),2018,Hispanic or Latino,518477
Michigan (26),2018,Not Hispanic or Latino,9465595
Michigan (26),2019,Hispanic or Latino,528205
Michigan (26),2019,Not Hispanic or Latino,9458652
Minnesota (27),1990,Hispanic or Latino,53704
Minnesota (27),1990,Not Hispanic or Latino,4336153
Minnesota (27),1991,Hispanic or Latino,57854
Minnesota (27),1991,Not Hispanic or Latino,4383005
Minnesota (27),1992,Hispanic or Latino,63066
Minnesota (27),1992,Not Hispanic or Latino,4432506
Minnesota (27),1993,Hispanic or Latino,69716
Minnesota (27),1993,Not Hispanic or Latino,4486240
Minnesota (27),1994,Hispanic or Latino,75294
Minnesota (27),1994,Not Hispanic or Latino,4535061
Minnesota (27),1995,Hispanic or Latino,82716
Minnesota (27),1995,Not Hispanic or Latino,4577464
Minnesota (27),1996,Hispanic or Latino,91976
Minnesota (27),1996,Not Hispanic or Latino,4620851
Minnesota (27),1997,Hispanic or Latino,103278
Minnesota (27),1997,Not Hispanic or Latino,4660112
Minnesota (27),1998,Hispanic or Latino,116155
Minnesota (27),1998,Not Hispanic or Latino,4697257
Minnesota (27),1999,Hispanic or Latino,129348
Minnesota (27),1999,Not Hispanic or Latino,4744133
Minnesota (27),2000,Hispanic or Latino,145301
Minnesota (27),2000,Not Hispanic or Latino,4788391
Minnesota (27),2001,Hispanic or Latino,158050
Minnesota (27),2001,Not Hispanic or Latino,4824746
Minnesota (27),2002,Hispanic or Latino,168979
Minnesota (27),2002,Not Hispanic or Latino,4849956
Minnesota (27),2003,Hispanic or Latino,179719
Minnesota (27),2003,Not Hispanic or Latino,4873853
Minnesota (27),2004,Hispanic or Latino,190294
Minnesota (27),2004,Not Hispanic or Latino,4897419
Minnesota (27),2005,Hispanic or Latino,201462
Minnesota (27),2005,Not Hispanic or Latino,4918136
Minnesota (27),2006,Hispanic or Latino,212924
Minnesota (27),2006,Not Hispanic or Latino,4950631
Minnesota (27),2007,Hispanic or Latino,223561
Minnesota (27),2007,Not Hispanic or Latino,4983642
Minnesota (27),2008,Hispanic or Latino,234029
Minnesota (27),2008,Not Hispanic or Latino,5012989
Minnesota (27),2009,Hispanic or Latino,242894
Minnesota (27),2009,Not Hispanic or Latino,5038309
Minnesota (27),2010,Hispanic or Latino,251609
Minnesota (27),2010,Not Hispanic or Latino,5059219
Minnesota (27),2011,Hispanic or Latino,257135
Minnesota (27),2011,Not Hispanic or Latino,5089008
Minnesota (27),2012,Hispanic or Latino,263002
Minnesota (27),2012,Not Hispanic or Latino,5113641
Minnesota (27),2013,Hispanic or Latino,270332
Minnesota (27),2013,Not Hispanic or Latino,5143147
Minnesota (27),2014,Hispanic or Latino,276865
Minnesota (27),2014,Not Hispanic or Latino,5174214
Minnesota (27),2015,Hispanic or Latino,284084
Minnesota (27),2015,Not Hispanic or Latino,5197948
Minnesota (27),2016,Hispanic or Latino,291529
Minnesota (27),2016,Not Hispanic or Latino,5231215
Minnesota (27),2017,Hispanic or Latino,300117
Minnesota (27),2017,Not Hispanic or Latino,5266113
Minnesota (27),2018,Hispanic or Latino,308256
Minnesota (27),2018,Not Hispanic or Latino,5297993
Minnesota (27),2019,Hispanic or Latino,315130
Minnesota (27),2019,Not Hispanic or Latino,5324502
Mississippi (28),1990,Hispanic or Latino,14801
Mississippi (28),1990,Not Hispanic or Latino,2564096
Mississippi (28),1991,Hispanic or Latino,15241
Mississippi (28),1991,Not Hispanic or Latino,2583492
Mississippi (28),1992,Hispanic or Latino,16228
Mississippi (28),1992,Not Hispanic or Latino,2607506
Mississippi (28),1993,Hispanic or Latino,16715
Mississippi (28),1993,Not Hispanic or Latino,2638385
Mississippi (28),1994,Hispanic or Latino,18054
Mississippi (28),1994,Not Hispanic or Latino,2670938
Mississippi (28),1995,Hispanic or Latino,19810
Mississippi (28),1995,Not Hispanic or Latino,2702849
Mississippi (28),1996,Hispanic or Latino,22066
Mississippi (28),1996,Not Hispanic or Latino,2726019
Mississippi (28),1997,Hispanic or Latino,24714
Mississippi (28),1997,Not Hispanic or Latino,2752290
Mississippi (28),1998,Hispanic or Latino,27566
Mississippi (28),1998,Not Hispanic or Latino,2777268
Mississippi (28),1999,Hispanic or Latino,30972
Mississippi (28),1999,Not Hispanic or Latino,2797436
Mississippi (28),2000,Hispanic or Latino,40032
Mississippi (28),2000,Not Hispanic or Latino,2808321
Mississippi (28),2001,Hispanic or Latino,44168
Mississippi (28),2001,Not Hispanic or Latino,2808826
Mississippi (28),2002,Hispanic or Latino,47924
Mississippi (28),2002,Not Hispanic or Latino,2810757
Mississippi (28),2003,Hispanic or Latino,51817
Mississippi (28),2003,Not Hispanic or Latino,2816495
Mississippi (28),2004,Hispanic or Latino,55734
Mississippi (28),2004,Not Hispanic or Latino,2833276
Mississippi (28),2005,Hispanic or Latino,60583
Mississippi (28),2005,Not Hispanic or Latino,2845360
Mississippi (28),2006,Hispanic or Latino,64434
Mississippi (28),2006,Not Hispanic or Latino,2840544
Mississippi (28),2007,Hispanic or Latino,70066
Mississippi (28),2007,Not Hispanic or Latino,2858284
Mississippi (28),2008,Hispanic or Latino,74973
Mississippi (28),2008,Not Hispanic or Latino,2872833
Mississippi (28),2009,Hispanic or Latino,79695
Mississippi (28),2009,Not Hispanic or Latino,2879079
Mississippi (28),2010,Hispanic or Latino,82030
Mississippi (28),2010,Not Hispanic or Latino,2888518
Mississippi (28),2011,Hispanic or Latino,83812
Mississippi (28),2011,Not Hispanic or Latino,2894919
Mississippi (28),2012,Hispanic or Latino,84198
Mississippi (28),2012,Not Hispanic or Latino,2899618
Mississippi (28),2013,Hispanic or Latino,86243
Mississippi (28),2013,Not Hispanic or Latino,2902468
Mississippi (28),2014,Hispanic or Latino,88710
Mississippi (28),2014,Not Hispanic or Latino,2901758
Mississippi (28),2015,Hispanic or Latino,90843
Mississippi (28),2015,Not Hispanic or Latino,2897628
Mississippi (28),2016,Hispanic or Latino,92911
Mississippi (28),2016,Not Hispanic or Latino,2895027
Mississippi (28),2017,Hispanic or Latino,96074
Mississippi (28),2017,Not Hispanic or Latino,2892436
Mississippi (28),2018,Hispanic or Latino,98279
Mississippi (28),2018,Not Hispanic or Latino,2882741
Mississippi (28),2019,Hispanic or Latino,100110
Mississippi (28),2019,Not Hispanic or Latino,2876039
Missouri (29),1990,Hispanic or Latino,60949
Missouri (29),1990,Not Hispanic or Latino,5067931
Missouri (29),1991,Hispanic or Latino,62875
Missouri (29),1991,Not Hispanic or Latino,5107925
Missouri (29),1992,Hispanic or Latino,66081
Missouri (29),1992,Not Hispanic or Latino,5151020
Missouri (29),1993,Hispanic or Latino,69703
Missouri (29),1993,Not Hispanic or Latino,5201472
Missouri (29),1994,Hispanic or Latino,73816
Missouri (29),1994,Not Hispanic or Latino,5250681
Missouri (29),1995,Hispanic or Latino,78144
Missouri (29),1995,Not Hispanic or Latino,5300103
Missouri (29),1996,Hispanic or Latino,84445
Missouri (29),1996,Not Hispanic or Latino,5347108
Missouri (29),1997,Hispanic or Latino,91568
Missouri (29),1997,Not Hispanic or Latino,5389625
Missouri (29),1998,Hispanic or Latino,99738
Missouri (29),1998,Not Hispanic or Latino,5422027
Missouri (29),1999,Hispanic or Latino,107669
Missouri (29),1999,Not Hispanic or Latino,5454279
Missouri (29),2000,Hispanic or Latino,119859
Missouri (29),2000,Not Hispanic or Latino,5487426
Missouri (29),2001,Hispanic or Latino,128844
Missouri (29),2001,Not Hispanic or Latino,5512298
Missouri (29),2002,Hispanic or Latino,137828
Missouri (29),2002,Not Hispanic or Latino,5536997
Missouri (29),2003,Hispanic or Latino,146861
Missouri (29),2003,Not Hispanic or Latino,5562542
Missouri (29),2004,Hispanic or Latino,156048
Missouri (29),2004,Not Hispanic or Latino,5591693
Missouri (29),2005,Hispanic or Latino,165970
Missouri (29),2005,Not Hispanic or Latino,5624330
Missouri (29),2006,Hispanic or Latino,177085
Missouri (29),2006,Not Hispanic or Latino,5665619
Missouri (29),2007,Hispanic or Latino,187515
Missouri (29),2007,Not Hispanic or Latino,5700097
Missouri (29),2008,Hispanic or Latino,197017
Missouri (29),2008,Not Hispanic or Latino,5726899
Missouri (29),2009,Hispanic or Latino,205920
Missouri (29),2009,Not Hispanic or Latino,5755168
Missouri (29),2010,Hispanic or Latino,213878
Missouri (29),2010,Not Hispanic or Latino,5782096
Missouri (29),2011,Hispanic or Latino,219064
Missouri (29),2011,Not Hispanic or Latino,5791211
Missouri (29),2012,Hispanic or Latino,224480
Missouri (29),2012,Not Hispanic or Latino,5799887
Missouri (29),2013,Hispanic or Latino,230046
Missouri (29),2013,Not Hispanic or Latino,5810669
Missouri (29),2014,Hispanic or Latino,236000
Missouri (29),2014,Not Hispanic or Latino,5820202
Missouri (29),2015,Hispanic or Latino,242276
Missouri (29),2015,Not Hispanic or Latino,5829456
Missouri (29),2016,Hispanic or Latino,248783
Missouri (29),2016,Not Hispanic or Latino,5838352
Missouri (29),2017,Hispanic or Latino,255716
Missouri (29),2017,Not Hispanic or Latino,5850954
Missouri (29),2018,Hispanic or Latino,262383
Missouri (29),2018,Not Hispanic or Latino,5859240
Missouri (29),2019,Hispanic or Latino,268708
Missouri (29),2019,Not Hispanic or Latino,5868720
Montana (30),1990,Hispanic or Latino,11520
Montana (30),1990,Not Hispanic or Latino,788684
Montana (30),1991,Hispanic or Latino,11831
Montana (30),1991,Not Hispanic or Latino,797849
Montana (30),1992,Hispanic or Latino,12416
Montana (30),1992,Not Hispanic or Latino,813354
Montana (30),1993,Hispanic or Latino,12886
Montana (30),1993,Not Hispanic or Latino,831875
Montana (30),1994,Hispanic or Latino,13700
Montana (30),1994,Not Hispanic or Latino,847606
Montana (30),1995,Hispanic or Latino,14414
Montana (30),1995,Not Hispanic or Latino,862139
Montana (30),1996,Hispanic or Latino,14569
Montana (30),1996,Not Hispanic or Latino,871685
Montana (30),1997,Hispanic or Latino,15121
Montana (30),1997,Not Hispanic or Latino,874744
Montana (30),1998,Hispanic or Latino,15963
Montana (30),1998,Not Hispanic or Latino,876468
Montana (30),1999,Hispanic or Latino,16562
Montana (30),1999,Not Hispanic or Latino,880946
Montana (30),2000,Hispanic or Latino,18191
Montana (30),2000,Not Hispanic or Latino,885582
Montana (30),2001,Hispanic or Latino,19546
Montana (30),2001,Not Hispanic or Latino,887415
Montana (30),2002,Hispanic or Latino,20622
Montana (30),2002,Not Hispanic or Latino,891045
Montana (30),2003,Hispanic or Latino,21814
Montana (30),2003,Not Hispanic or Latino,897816
Montana (30),2004,Hispanic or Latino,22766
Montana (30),2004,Not Hispanic or Latino,907243
Montana (30),2005,Hispanic or Latino,24153
Montana (30),2005,Not Hispanic or Latino,915949
Montana (30),2006,Hispanic or Latino,25301
Montana (30),2006,Not Hispanic or Latino,927391
Montana (30),2007,Hispanic or Latino,26440
Montana (30),2007,Not Hispanic or Latino,938266
Montana (30),2008,Hispanic or Latino,27373
Montana (30),2008,Not Hispanic or Latino,949042
Montana (30),2009,Hispanic or Latino,28210
Montana (30),2009,Not Hispanic or Latino,955772
Montana (30),2010,Hispanic or Latino,28868
Montana (30),2010,Not Hispanic or Latino,961829
Montana (30),2011,Hispanic or Latino,30380
Montana (30),2011,Not Hispanic or Latino,966936
Montana (30),2012,Hispanic or Latino,32106
Montana (30),2012,Not Hispanic or Latino,971677
Montana (30),2013,Hispanic or Latino,33864
Montana (30),2013,Not Hispanic or Latino,979705
Montana (30),2014,Hispanic or Latino,35571
Montana (30),2014,Not Hispanic or Latino,986298
Montana (30),2015,Hispanic or Latino,37275
Montana (30),2015,Not Hispanic or Latino,993200
Montana (30),2016,Hispanic or Latino,38810
Montana (30),2016,Not Hispanic or Latino,1002049
Montana (30),2017,Hispanic or Latino,41015
Montana (30),2017,Not Hispanic or Latino,1011467
Montana (30),2018,Hispanic or Latino,42282
Montana (30),2018,Not Hispanic or Latino,1018383
Montana (30),2019,Hispanic or Latino,43289
Montana (30),2019,Not Hispanic or Latino,1025489
Nebraska (31),1990,Hispanic or Latino,36465
Nebraska (31),1990,Not Hispanic or Latino,1545195
Nebraska (31),1991,Hispanic or Latino,39485
Nebraska (31),1991,Not Hispanic or Latino,1556434
Nebraska (31),1992,Hispanic or Latino,43310
Nebraska (31),1992,Not Hispanic or Latino,1568377
Nebraska (31),1993,Hispanic or Latino,48071
Nebraska (31),1993,Not Hispanic or Latino,1577519
Nebraska (31),1994,Hispanic or Latino,52807
Nebraska (31),1994,Not Hispanic or Latino,1586234
Nebraska (31),1995,Hispanic or Latino,58741
Nebraska (31),1995,Not Hispanic or Latino,1598252
Nebraska (31),1996,Hispanic or Latino,65214
Nebraska (31),1996,Not Hispanic or Latino,1608526
Nebraska (31),1997,Hispanic or Latino,71079
Nebraska (31),1997,Not Hispanic or Latino,1615339
Nebraska (31),1998,Hispanic or Latino,77617
Nebraska (31),1998,Not Hispanic or Latino,1618200
Nebraska (31),1999,Hispanic or Latino,85234
Nebraska (31),1999,Not Hispanic or Latino,1619530
Nebraska (31),2000,Hispanic or Latino,95505
Nebraska (31),2000,Not Hispanic or Latino,1618315
Nebraska (31),2001,Hispanic or Latino,103215
Nebraska (31),2001,Not Hispanic or Latino,1616621
Nebraska (31),2002,Hispanic or Latino,110994
Nebraska (31),2002,Not Hispanic or Latino,1617298
Nebraska (31),2003,Hispanic or Latino,118380
Nebraska (31),2003,Not Hispanic or Latino,1620263
Nebraska (31),2004,Hispanic or Latino,124667
Nebraska (31),2004,Not Hispanic or Latino,1624703
Nebraska (31),2005,Hispanic or Latino,131467
Nebraska (31),2005,Not Hispanic or Latino,1630030
Nebraska (31),2006,Hispanic or Latino,138481
Nebraska (31),2006,Not Hispanic or Latino,1634212
Nebraska (31),2007,Hispanic or Latino,145077
Nebraska (31),2007,Not Hispanic or Latino,1638363
Nebraska (31),2008,Hispanic or Latino,152703
Nebraska (31),2008,Not Hispanic or Latino,1643675
Nebraska (31),2009,Hispanic or Latino,160871
Nebraska (31),2009,Not Hispanic or Latino,1651812
Nebraska (31),2010,Hispanic or Latino,169167
Nebraska (31),2010,Not Hispanic or Latino,1660375
Nebraska (31),2011,Hispanic or Latino,174263
Nebraska (31),2011,Not Hispanic or Latino,1666409
Nebraska (31),2012,Hispanic or Latino,179791
Nebraska (31),2012,Not Hispanic or Latino,1673512
Nebraska (31),2013,Hispanic or Latino,185743
Nebraska (31),2013,Not Hispanic or Latino,1679536
Nebraska (31),2014,Hispanic or Latino,190794
Nebraska (31),2014,Not Hispanic or Latino,1688527
Nebraska (31),2015,Hispanic or Latino,196199
Nebraska (31),2015,Not Hispanic or Latino,1695078
Nebraska (31),2016,Hispanic or Latino,202648
Nebraska (31),2016,Not Hispanic or Latino,1702968
Nebraska (31),2017,Hispanic or Latino,209112
Nebraska (31),2017,Not Hispanic or Latino,1706835
Nebraska (31),2018,Hispanic or Latino,214478
Nebraska (31),2018,Not Hispanic or Latino,1711136
Nebraska (31),2019,Hispanic or Latino,219645
Nebraska (31),2019,Not Hispanic or Latino,1714763
Nevada (32),1990,Hispanic or Latino,127751
Nevada (32),1990,Not Hispanic or Latino,1092944
Nevada (32),1991,Hispanic or Latino,143222
Nevada (32),1991,Not Hispanic or Latino,1152950
Nevada (32),1992,Hispanic or Latino,157036
Nevada (32),1992,Not Hispanic or Latino,1194331
Nevada (32),1993,Hispanic or Latino,173322
Nevada (32),1993,Not Hispanic or Latino,1237893
Nevada (32),1994,Hispanic or Latino,197115
Nevada (32),1994,Not Hispanic or Latino,1302183
Nevada (32),1995,Hispanic or Latino,224954
Nevada (32),1995,Not Hispanic or Latino,1356624
Nevada (32),1996,Hispanic or Latino,252743
Nevada (32),1996,Not Hispanic or Latino,1413577
Nevada (32),1997,Hispanic or Latino,290503
