progress,duration_in_seconds,finished,response_id,q4_1_1,q4_1_2,q4_1_3,q4_2_1,q4_2_2,q4_2_3,q4_3_1,q4_3_2,q4_3_3,q4_4_1,q4_4_2,q4_4_3,q4_5_1,q4_5_2,q4_5_3,q4_6_1,q4_6_2,q4_6_3,q4_7_1,q4_7_2,q4_7_3,q4_8_1,q4_8_2,q4_8_3,q4_9_1,q4_9_2,q4_9_3,q4_10_1,q4_10_2,q4_10_3,q4_11_1,q4_11_2,q4_11_3,q6,q7,q8,q9,q102_1,q102_2,q102_3,q102_4,q102_5,q15_1,q15_2,q15_3,q15_4,q15_5,q62_1,q25_1,q25_2,q25_3,q25_4,q25_5,q25_6,q17,q18,q20,q19,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q22_7,q23_1,q23_2,q23_3,q23_4,q23_5,q23_6,q23_7,q24,q26_1,q26_2,q26_3,q26_4,q26_5,q26_6,q27,q28_1,q28_2,q28_3,q28_4,q28_5,q28_6,q28_7,q28_8,q28_9,q28_10,q28_11,q63_1,q63_2,q63_3,q104_1,q104_2,q104_3,q104_4,q68_2,q69_1,q69_2,q69_3,q69_4,q69_5,q69_6,q69_7,q69_8,q70,q71,q72,q73,q74_1,q74_2,q74_3,q74_4,q74_5,q74_6,q29,q30,q31,q110,fire_rare,fire_privilege,fire_angry,fire_fear,q112,q35,q36,q37,q38,q40,q41,q42,q43,q46,q47,q114_1,q114_2,q114_3,q114_4,q114_5,q114_6,q114_7,q114_8,q114_9,q48,q49_1,q49_2,q49_3,q50_1,q50_2,q50_3,dem101,dem,q109,politcs,q51_1,q51_2,q51_3,q51_4,q51_5,q51_6,q51_7,q51_8,q51_8_text,q52,q52_5_text,q53,q54,q113_first_click,q113_last_click,q113_page_submit,q113_click_count,q55,q56_1,q56_2,q56_3,q56_4,q56_4_text,q78_1,q78_7,q78_2,q78_3,q78_4,q78_6,q78_6_text,q58_1,q58_2,respondent_id,block,attn_q9_pass,attn_q17_pass,attn_q1114_pass,attn_pass_count,duration_sec,d_black_afam_abc,d_native_ind_abc,d_asianam_abc,d_latino_his_abc,d_whiteam_abc,d_mideastam_abc,d_incwomen_abc,d_collegewom_abc,d_enviro_abc,d_feminists_abc,d_proabort_choice_abc,d_abortprov_abc,d_welfare_tanf_abc,d_fstamps_snap_abc,d_unions_abc,d_medicaid_abc,d_medicare_abc,d_unemployed_abc,d_police_abc,d_poorfam_abc,d_wealthy_abc,d_teachers_abc,d_sci_experts_abc,d_child_abc,d_crim_abc,d_incppl_pris_abc,d_homeless_abc,d_immigrants_abc,d_unauth_undoc_abc,d_gunowners_abc,d_voters_abc,d_lgbt_abc,d_trans_abc,d_transkids_abc,d_gunmans_abc,d_ice_abc,d_socmed_abc,d_nra_abc,d_bigbank_abc,d_bigcorp_abc,d_uni_abc,d_comcoll_abc,d_noncit_parent_a,d_incparents_a,d_hsteen_a,d_athiest_a,d_cath_a,d_evan_a,d_jews_a,d_pal_a,d_muslim_a,d_blackwom_a,d_blackmen_a,d_lds_a,d_longcov_a,d_exon_a,d_weed_a,d_opioid_a,d_whitecol_a,d_tech_a,d_smokers_a,d_genx_a,d_boomer_a,d_mill_a,d_genz_a,d_metoo_b,d_christnat_b,d_ruralam_b,d_urbanam_b,d_suburbam_b,d_billion_b,d_blm_b,d_maga_b,d_progs_b,d_soc_b,d_proudboys_b,d_attnys_b,d_military_b,d_vets_b,d_solds_b,d_essentials_b,d_nurses_b,d_drs_b,d_dems_b,d_reps_b,d_media_b,d_bluecol_c,d_working_c,d_midclass_c,d_migrantwork_c,d_smallbiz_c,d_taxpayers_c,d_elderly_c,d_moms_c,d_retires_c,d_sexoffenders_c,d_sexhar_vict_c,d_sexharrasser_c,d_formerlyinc_c,d_homeown_c,d_regufee_c,d_gunvi_vict_c,d_polbrut_vict_c,d_unins_c,d_mentill_c,d_aids_c,d_gay_c,d_lesbians_c,desor,impact,contact_pattern,penalpoint,penalpoint_ord,q25_1_ord,prisonpen_1,prisonpen_5,prisonpen,q25_2_ord,q25_3_ord,q25_4_ord,q25_6_ord,q23_2_ord,q23_7_ord,q23_2_rev,q23_7_rev,q25_2_rev,q25_3_rev,q25_4_rev,q25_6_rev,prisonhelp,variancehelp,sdhelp,Black,Hispanic,White,OtherRace,Republican,Democrat,fiscal_ideology,social_ideology,trans_id,gender,incarc,knowincarc,vict,incarc_bin,noincarc_bin,knowincarc_bin,vict_bin,q15_1_1_to_5,q15_2_1_to_5,q15_3_1_to_5,q15_4_1_to_5,q15_5_1_to_5,gov_attn,vote2020,willvote
23,1130,0,R_6cZeS2HYyt7tNGV,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,NA,NA,NA,4,2,2,2,1,1,7,9,10,10,9,5,2,5,5,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iP5acc6b612efa01ca,A,TRUE,FALSE,TRUE,2,1130,100,100,100,100,100,100,50,100,100,100,50,100,100,100,50,100,100,100,100,100,100,100,100,100,50,50,100,100,100,100,100,100,100,100,50,100,100,50,50,50,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,001001,3,Rehab (3),Favor,2,1,1.5,Don't know,Don't know,Strongly favor,Don't know,NA,NA,NA,NA,5,5,4,5,4.75,4,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,2,4,5,5,4,NA,NA,NA
42,67916,0,R_3AQVmGjfi1ZKVqx,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,NA,NA,NA,4,1,2,2,2,3,8,8,10,10,10,2,2,1,1,1,1,1,Purple,2,1,1,2,1,2,1,1,1,1,1,3,1,1,1,3,1,1,4,4,4,1,3,4,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,6,7,1,1,6,2,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iP217382d847f1191a,C,TRUE,TRUE,TRUE,3,67916,71,71,71,71,71,71,25,85,51,31,14,17,62,78,100,79,100,92,77,100,24,100,100,100,24,13,65,23,42,82,100,22,30,0,77,51,73,73,57,24,82,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,100,86,23,100,100,100,83,100,9,91,13,62,63,50,100,93,100,100,50,55,24,67,0,001001,6,Punish (6),Favor,2,1,1.5,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Don't know,Favor,NA,2,4,4,4,4,3.6,0.6666666666666667,0.816496580927726,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,3,3,5,5,5,NA,NA,NA
18,843,0,R_6ewLdJHDimH4sGy,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,-99,-99,-99,0,0,1,0,0,1,1,0,0,NA,NA,NA,4,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iP4e1ec0f67287934d,B,TRUE,FALSE,TRUE,2,843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,44,NA,100,100,100,100,NA,NA,100,NA,50,NA,100,NA,NA,100,NA,50,NA,100,100,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,100,100,NA,NA,100,100,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.66666666666669,0,001001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
17,1262,0,R_62bQI7TfpGZwxCQ,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iP7b133fbd6a845fe2,C,TRUE,FALSE,TRUE,2,1262,100,100,100,100,100,100,100,100,100,100,72,67,100,100,75,100,100,100,76,100,100,100,100,100,15,15,100,100,0,35,100,100,100,100,30,40,34,70,28,27,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,7,100,7,100,100,88,100,100,65,100,100,100,100,89.61538461538461,1,010001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA
37,5916,0,R_3IFQe9qxgwtRzNW,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,NA,NA,NA,4,2,2,2,2,2,8,7,7,9,9,2,2,3,1,2,4,4,purple,2,2,2,3,3,2,3,6,2,3,1,1,1,2,1,2,2,2,4,1,3,1,1,4,2,2,2,1,2,1,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iP3b6bd4f01cdb4940,A,TRUE,TRUE,TRUE,3,5916,40,10,50,20,40,40,40,20,30,30,20,80,10,10,10,60,10,20,90,0,100,50,60,10,30,20,10,30,40,60,20,50,20,50,50,20,40,50,10,100,20,20,20,20,40,40,20,20,50,10,30,10,40,60,10,90,20,30,10,40,50,70,40,40,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.333333333333332,1,010001,6,Punish (6),Favor,2,4,3,Oppose,Strongly favor,Favor,Strongly oppose,Favor,Oppose,2,1,2,4,3,1,2.1666666666666665,1.3666666666666667,1.1690451944500122,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,1,0,3,2,2,4,4,NA,NA,NA
18,1017,0,R_6FhR2GL06U3DzSj,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,4,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iP743ef9b6d084ecb7,C,TRUE,FALSE,TRUE,2,1017,99,100,100,100,93,100,76,100,100,100,100,100,100,100,100,87,100,100,97,100,25,100,100,100,62,31,86,98,100,79,100,91,82,80,72,100,100,78,76,66,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,99,97,100,100,21,100,7,66,100,100,100,84,70,80,88,100,100,91,0,001001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
30,23649,0,R_5BVorZnJrMwq9eX,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,NA,NA,NA,4,1,1,1,1,2,9,6,9,8,9,4,1,2,2,2,1,2,purple,2,3,2,3,3,4,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iPcb72ecac4b55c7ec,B,TRUE,TRUE,TRUE,3,23649,80,80,80,80,80,80,70,80,80,80,80,80,80,80,80,80,80,80,85,80,80,80,80,90,70,70,80,75,0,80,80,80,80,80,80,80,75,80,80,80,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,80,80,80,80,80,80,80,80,80,80,80,90,90,90,80,80,85,80,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.27272727272727,0,001001,4,Neutral (4),Strongly favor,1,1,1,Favor,Favor,Favor,Favor,NA,NA,NA,NA,3,3,3,3,3,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,4,1,4,3,4,NA,NA,NA
38,854,0,R_3NwZpO1iE8ESK9q,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,NA,NA,NA,4,1,1,2,1,1,10,6,10,9,9,1,2,3,2,2,2,3,Purple,1,1,2,1,1,3,3,3,4,4,2,3,3,2,1,3,3,2,4,5,4,3,4,4,2,1,3,1,3,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iPc01abbb583c88f8c,B,TRUE,TRUE,TRUE,3,854,62,69,44,11,92,34,28,95,50,58,49,0,73,70,71,81,94,45,92,87,74,69,90,100,0,0,68,8,0,61,79,73,26,0,77,50,34,99,48,61,76,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,79,80,78,85,48,70,47,49,61,57,62,100,98,100,57,85,99,66,79,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.18181818181818,0,001001,7,Punish (7),Favor,2,2,2,Oppose,Favor,Favor,Oppose,Don't know,Don't know,NA,NA,2,3,3,2,2.5,0.26666666666666666,0.5163977794943222,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,5,1,5,4,4,NA,NA,NA
32,1806,0,R_10qJq5u3FFU8KeT,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,NA,NA,NA,4,1,1,1,1,1,10,9,10,10,8,5,2,2,3,2,2,2,Purple,2,2,3,3,4,2,2,1,2,2,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iP4962f2416453cc85,B,TRUE,TRUE,TRUE,3,1806,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,50,50,100,50,15,100,100,100,100,100,100,100,100,100,50,50,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,50,100,100,100,93,40,100,100,100,100,100,100,100,100,100,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.72727272727273,0,001010,3,Rehab (3),Favor,2,2,2,Favor,Oppose,Favor,Favor,Favor,Favor,2,2,3,2,3,3,2.5,0.5666666666666667,0.752772652709081,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,5,4,5,5,3,NA,NA,NA
18,1325,0,R_5Dv94mfH6tWqcHU,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,NA,NA,NA,4,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iP4267fef333222118,B,TRUE,FALSE,TRUE,2,1325,66,50,61,67,66,61,50,68,50,50,89,79,39,50,71,50,78,50,100,62,50,78,59,63,43,50,50,68,24,62,92,50,50,50,50,56,35,35,28,39,61,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,32,50,64,50,26,14,3,78,3,0,50,81,93,100,67,100,97,100,26,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.90909090909091,0,001001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
32,962,0,R_3O86xNweIyvrUIC,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,NA,NA,NA,4,2,1,1,1,1,8,10,10,10,10,7,1,2,2,2,2,2,Purple,2,2,2,1,1,4,1,4,1,1,1,1,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iP520e76bfc197c53d,B,TRUE,TRUE,TRUE,3,962,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,110110,1,Rehab (1),Strongly favor,1,2,1.5,Favor,Favor,Favor,Favor,Favor,Favor,2,2,3,3,3,3,2.6666666666666665,0.2666666666666667,0.5163977794943223,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,1,3,5,5,5,5,NA,NA,NA
